eid,age,gender,maritalstatus,department,jobrole,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,Annualincome,relationshipsatisfaction,workinghrsperday,totalworkingyearsexperience,TrainingTime,WorkLifeBalance,BehaviourialCompetence,OntimeDelivery,TicketSolvingManagements,Projectevlaution,Workingfromhomeoroffice,Psychosocialindicators,overtime,attendance,effectedwithcorona,PercentSalaryHike,Netconnectivity,PerformanceRating
yKu685,44,m,married,Development,Developer,3,4,1,2,2,11,2,8,21,5,4,5,1,2,10,home,3,no,absent,yes,16,no,3
Rmg204,28,m,married,Development,Technical Lead,4,1,3,2,4,22,2,8,18,5,1,4,2,2,14,home,5,no,present,no,15,no,2
mmH431,42,f,single,Development,Technical Lead,3,3,1,5,4,16,3,8,1,1,4,3,5,2,7,office,2,yes,present,yes,13,no,2
Xyo479,26,m,married,Development,Developer,4,1,2,3,1,24,2,8,15,4,4,1,3,1,13,home,4,yes,present,no,1,no,4
HcL935,35,f,married,Development,Technical Lead,4,3,3,1,2,22,3,8,5,1,4,2,2,5,9,home,5,no,present,yes,9,no,4
vPr120,34,f,single,Development,Developer,2,3,4,2,2,18,1,8,8,6,4,3,1,5,10,office,0,yes,absent,yes,16,no,1
UsH112,26,m,married,Development,Developer,2,4,4,5,3,22,1,8,15,5,4,2,3,5,5,office,5,yes,present,yes,6,no,3
eEA675,26,f,single,Development,Technical Lead,2,3,3,1,1,19,2,8,24,5,4,4,5,2,13,home,3,yes,present,yes,4,yes,4
QFa890,41,m,single,Sales,Sales Executive,1,1,4,4,3,19,4,8,5,1,1,2,5,3,12,office,0,no,present,yes,2,yes,1
tqR001,46,m,married,Development,Technical Lead,4,3,2,2,4,17,2,8,1,4,4,3,1,4,14,home,5,no,absent,yes,3,yes,1
mWi048,28,m,married,Development,Developer,5,1,2,2,3,18,2,8,10,1,1,1,4,1,9,office,2,no,absent,no,14,no,1
ncS884,41,m,married,Development,Technical Lead,2,4,3,1,2,16,3,8,19,6,3,5,5,1,14,office,2,no,present,yes,1,no,1
tRY642,25,m,single,Sales,Sales Executive,4,2,4,2,4,22,2,8,25,3,1,3,4,4,13,home,2,no,present,yes,8,no,1
wQQ189,49,m,single,Sales,Sales Executive,4,3,2,1,3,21,1,8,3,1,4,0,5,1,12,home,5,yes,absent,yes,12,yes,4
PBo663,30,f,single,Data Science,Data Scientist,5,3,2,5,2,23,1,8,23,3,4,0,5,1,9,home,3,no,present,yes,8,no,4
yFO583,27,f,single,Sales,Manager,2,2,4,4,1,7,3,8,13,6,4,3,4,4,4,office,3,yes,present,no,5,yes,3
aTh529,49,f,married,Sales,Sales Executive,3,2,1,5,2,6,2,8,22,4,1,3,2,2,10,office,4,no,absent,no,13,yes,3
nYE207,35,m,single,Development,Developer,5,1,3,4,1,12,1,8,12,5,2,5,1,3,14,office,4,yes,present,yes,15,yes,2
uco505,37,f,single,Sales,Sales Executive,1,4,3,2,1,24,3,8,23,1,4,4,4,2,12,office,1,no,absent,no,9,yes,3
lyY301,42,m,single,Sales,Sales Executive,4,3,1,5,2,10,2,8,17,2,1,4,5,2,4,home,1,yes,absent,yes,14,yes,3
vAJ621,50,m,single,Development,Technical Lead,3,1,1,2,4,21,2,8,2,3,2,3,3,5,11,home,0,yes,present,no,2,no,1
kJt877,33,f,single,Development,Developer,4,4,4,2,3,10,4,8,18,6,3,1,4,2,8,home,4,yes,absent,yes,10,no,4
DXO005,43,f,married,Development,Developer,5,4,3,5,2,5,4,8,24,6,1,1,5,3,11,home,3,no,present,no,2,yes,1
mdV769,46,m,married,Sales,Sales Representative,3,1,2,5,2,17,1,8,8,4,2,2,3,2,8,office,2,no,present,yes,16,yes,2
xWr498,47,m,single,Sales,Sales Executive,5,1,4,4,3,9,4,8,14,1,4,3,3,4,11,home,3,no,absent,no,14,no,4
QkF763,45,f,married,Sales,Sales Executive,2,1,3,2,1,5,3,8,25,3,2,0,2,1,4,home,2,no,absent,no,13,no,2
EDJ481,37,f,single,Development,Developer,1,3,1,2,2,23,1,8,12,3,3,4,3,5,4,home,0,yes,present,yes,13,yes,4
Bwb750,44,m,married,Development,Technical Lead,5,4,4,2,4,22,3,8,15,6,3,4,4,5,13,home,2,yes,present,yes,14,no,3
GAG766,26,f,single,Development,Developer,1,2,4,1,3,23,3,8,24,3,1,3,2,3,6,home,2,yes,present,yes,10,yes,3
QlK098,30,f,single,Human Resources,Human Resources,1,3,2,2,2,10,4,8,15,2,2,0,5,4,7,office,4,yes,present,yes,8,no,1
zaq254,39,m,single,Sales,Manager,1,1,2,4,4,10,2,8,5,2,2,1,2,4,5,home,2,no,present,no,14,no,2
vRl792,41,m,single,Development,Developer,4,2,2,3,4,13,2,8,11,2,3,1,2,5,4,home,0,no,present,no,7,no,4
voo633,36,f,single,Sales,Manager,5,3,3,5,2,19,2,8,6,5,2,5,1,5,4,home,5,yes,present,yes,13,yes,1
Qvg445,46,f,married,Development,Developer,3,3,3,2,4,22,2,8,15,5,3,0,5,4,10,office,3,yes,present,yes,10,no,1
Iic043,48,f,married,Sales,Manager,5,3,1,3,1,10,1,8,4,2,3,4,4,4,9,office,3,no,present,no,5,no,4
dxn737,27,f,married,Development,Developer,3,3,1,2,1,6,2,8,2,5,4,5,4,2,14,office,3,yes,absent,no,15,no,1
tGO711,47,f,married,Data Science,Data Scientist,5,1,1,4,2,14,3,8,13,3,1,2,4,5,5,home,2,yes,absent,yes,3,no,1
Ztx570,41,f,single,Sales,Sales Executive,3,3,1,1,3,19,1,8,25,5,4,1,3,1,9,office,5,yes,absent,yes,8,yes,2
qTB754,28,f,single,Data Science,Data Scientist,1,3,2,5,3,5,3,8,8,6,1,0,2,3,12,office,4,yes,absent,no,5,no,1
UUd519,45,m,married,Development,Technical Lead,5,4,1,3,1,10,3,8,22,3,3,5,2,2,10,office,4,no,absent,no,13,yes,2
DNI151,48,f,married,Development,Developer,4,1,2,4,3,8,4,8,19,1,2,3,4,3,7,office,5,no,absent,yes,14,yes,3
coV073,28,m,single,Development,Developer,5,4,4,4,2,11,2,8,11,4,2,4,1,3,12,home,3,yes,absent,yes,16,yes,1
Dln981,35,f,single,Development,Technical Lead,3,3,4,2,2,23,3,8,3,3,3,2,2,2,8,home,3,no,absent,yes,16,yes,1
gvs291,38,f,married,Development,Technical Lead,5,3,2,4,2,8,2,8,16,6,2,4,2,4,4,office,0,no,absent,no,15,yes,2
jTW391,37,f,single,Development,Developer,3,4,3,4,2,19,3,8,10,3,4,2,4,4,5,home,5,no,present,no,12,no,1
gtY445,39,f,married,Development,Developer,3,3,3,3,4,15,4,8,23,6,1,4,3,2,13,office,0,yes,present,no,8,no,2
ITE389,28,f,married,Development,Developer,5,2,4,4,2,6,4,8,24,3,1,3,2,1,13,home,2,yes,present,no,1,no,2
Ecd376,32,f,married,Sales,Sales Executive,3,1,3,1,4,25,4,8,12,1,4,2,5,4,11,home,2,yes,absent,no,8,no,2
mtq666,49,f,single,Development,Developer,4,1,4,2,1,18,4,8,6,5,1,3,4,1,10,office,3,no,present,no,4,yes,1
UWX328,40,f,single,Development,Developer,2,3,2,3,4,21,2,8,2,2,2,4,3,5,4,home,3,no,absent,no,3,yes,3
KuV713,32,m,single,Data Science,Data Scientist,5,4,1,4,2,13,4,8,22,2,4,1,2,5,14,home,4,no,absent,yes,15,no,3
ljg889,46,f,married,Development,Developer,4,2,2,4,3,5,4,8,15,5,4,3,3,2,9,office,2,yes,absent,no,16,yes,1
hkv610,48,m,single,Development,Technical Lead,5,4,4,4,1,17,4,8,17,5,4,3,5,1,4,home,3,yes,present,yes,8,yes,3
mJN662,30,f,single,Sales,Sales Executive,4,4,3,4,2,19,3,8,25,3,4,5,1,3,12,home,5,no,absent,no,9,yes,4
agr233,44,f,married,Development,Developer,3,4,1,5,2,6,3,8,17,3,1,1,2,3,8,home,2,yes,absent,yes,5,no,4
wTc932,44,f,married,Sales,Manager,5,1,4,5,2,5,4,8,7,4,2,2,5,3,8,home,1,no,absent,no,13,no,1
BHq797,36,m,single,Development,Developer,3,1,3,4,3,16,4,8,9,2,4,4,3,5,8,office,4,no,absent,yes,4,no,3
Ezv745,44,m,married,Sales,Sales Executive,4,4,1,5,1,25,1,8,6,5,3,2,4,1,9,office,0,no,present,yes,8,yes,4
Xzq141,37,f,married,Data Science,Data Scientist,2,1,2,1,4,9,3,8,24,6,4,4,4,4,11,home,4,yes,present,yes,6,yes,4
YdM014,30,m,married,Development,Developer,2,2,4,2,2,5,4,8,10,2,1,5,1,1,11,office,2,no,absent,yes,5,yes,1
tzv951,47,f,single,Development,Technical Lead,2,2,4,2,3,17,4,8,12,4,3,3,2,4,7,home,5,yes,absent,yes,2,no,1
TQe338,41,m,married,Development,Developer,1,1,1,1,1,22,3,8,9,2,2,4,4,2,6,office,4,no,present,yes,14,yes,1
lSS136,41,m,married,Development,Technical Lead,1,3,3,2,1,16,3,8,18,4,1,0,2,3,13,home,0,no,present,yes,14,yes,2
rfD440,35,f,married,Sales,Sales Executive,1,3,4,3,4,16,2,8,8,3,2,0,3,3,9,office,3,no,present,no,5,no,3
ndv037,38,m,single,Development,Developer,5,4,3,1,1,9,4,8,1,3,2,3,4,1,10,office,3,yes,absent,no,8,no,3
CVd950,45,f,married,Development,Developer,5,1,2,2,3,11,4,8,15,1,4,4,4,3,7,home,1,no,present,yes,9,no,1
nDY535,37,m,married,Development,Technical Lead,3,1,4,2,4,15,2,8,17,5,2,2,4,3,4,home,5,yes,absent,no,5,no,1
BWw081,37,m,single,Sales,Sales Executive,2,1,3,4,4,9,1,8,11,1,8,5,2,3,13,home,3,yes,present,yes,2,yes,4
Cne363,25,f,single,Data Science,Data Scientist,2,3,1,3,4,5,3,8,15,4,4,-5,3,2,9,home,3,no,present,no,13,yes,1
Scc807,40,m,married,Development,Developer,3,3,4,3,3,13,4,8,20,2,3,1,5,3,13,office,1,yes,absent,no,9,no,3
TnW392,40,m,single,Development,Technical Lead,2,4,4,1,3,6,1,8,2,6,4,2,1,4,14,office,4,yes,present,no,12,yes,3
Qwc845,45,f,single,Sales,Sales Executive,4,4,4,1,2,22,1,8,12,2,2,2,1,5,9,office,3,no,absent,yes,7,yes,2
gmK497,25,m,single,Development,Developer,3,1,4,2,3,10,2,8,2,3,4,2,2,3,11,home,4,yes,present,no,1,yes,1
DVc711,28,f,single,Development,Technical Lead,4,1,1,3,1,21,2,8,7,1,1,2,1,3,7,home,2,yes,absent,no,1,yes,4
udX140,29,f,single,Development,Developer,4,1,2,1,1,13,2,8,1,6,1,1,3,5,14,office,3,no,absent,yes,1,yes,2
XKv294,50,m,married,Development,Developer,3,1,3,3,3,8,4,8,20,2,2,5,4,5,7,home,2,yes,absent,no,14,yes,4
ufk752,48,m,married,Data Science,Data Scientist,2,4,4,2,1,15,1,8,23,1,2,0,5,1,11,office,2,yes,present,no,3,no,2
Hjj392,44,f,married,Development,Technical Lead,1,1,2,4,4,7,4,8,17,3,2,5,2,3,9,office,4,yes,present,yes,12,no,1
pIz700,35,f,single,Development,Developer,1,1,4,2,1,18,1,8,8,1,2,1,4,2,13,home,1,no,present,no,7,yes,4
tqX933,29,m,married,Sales,Sales Representative,5,1,4,5,4,11,1,8,25,1,4,0,1,1,9,home,4,yes,present,yes,14,yes,4
MFu639,48,m,married,Sales,Sales Executive,4,3,1,3,4,23,2,8,19,1,2,5,5,5,12,office,2,yes,absent,no,6,yes,3
bis843,40,m,single,Development,Developer,5,1,4,3,4,24,4,8,12,5,1,5,3,2,5,home,2,no,present,yes,5,no,3
aFf637,40,f,married,Sales,Sales Executive,4,1,4,5,3,23,3,8,22,4,4,5,3,2,13,office,0,no,present,yes,9,no,3
znX288,28,f,single,Development,Developer,4,4,3,2,1,18,1,8,9,2,1,5,5,4,11,office,3,yes,absent,yes,13,yes,2
ZVT570,47,f,single,Sales,Sales Executive,2,2,3,5,4,5,4,8,13,6,1,5,5,4,14,home,3,yes,present,yes,9,yes,1
tfM115,25,m,married,Development,Developer,2,4,4,3,1,12,3,8,13,2,2,0,1,4,12,home,5,yes,absent,yes,9,no,3
ffu392,40,f,married,Development,Technical Lead,2,2,2,5,4,6,1,8,4,1,4,1,2,1,4,office,0,no,absent,no,12,no,2
pNU606,25,f,single,Sales,Manager,2,2,3,3,4,9,4,8,10,5,3,4,3,3,11,home,0,yes,absent,no,5,yes,4
EPm634,48,f,single,Sales,Sales Representative,3,1,4,2,2,19,2,8,19,4,3,5,3,1,12,office,3,yes,absent,yes,11,no,2
zcD184,32,f,single,Data Science,Data Scientist,2,3,3,2,2,7,2,8,21,3,1,0,5,3,13,office,4,yes,present,yes,3,yes,4
TdC391,49,m,married,Development,Technical Lead,3,2,4,3,4,20,2,8,13,1,3,5,4,5,6,office,0,no,present,yes,7,yes,3
SCu466,49,m,single,Development,Technical Lead,3,1,1,1,2,14,4,8,20,4,1,2,1,2,9,office,3,yes,absent,yes,1,yes,4
kCR613,48,m,single,Sales,Sales Executive,3,2,3,4,1,14,2,8,14,3,4,5,5,4,9,home,2,no,present,no,4,yes,4
KFT836,46,f,single,Development,Developer,4,1,1,2,3,6,4,8,21,4,1,3,1,5,7,home,3,yes,absent,no,16,no,3
xZH356,38,f,single,Development,Developer,1,3,2,1,4,9,2,8,25,4,4,3,3,4,10,home,3,yes,absent,no,15,yes,4
NEe152,29,f,married,Human Resources,Human Resources,5,2,1,3,3,12,2,8,8,2,1,2,1,2,7,home,4,yes,present,yes,9,no,1
Yam444,34,m,married,Development,Technical Lead,4,4,2,3,1,12,2,8,9,6,1,3,5,2,5,office,0,no,absent,yes,9,yes,1
wDq199,42,f,single,Development,Developer,3,2,4,4,4,16,1,8,6,5,1,3,5,4,8,office,3,yes,present,yes,5,no,4
EiE720,45,f,married,Development,Developer,1,2,2,2,3,15,3,8,22,1,2,4,5,4,6,office,5,no,present,yes,13,yes,4
SVX804,31,f,single,Development,Developer,1,1,1,3,2,22,1,8,13,6,2,1,3,4,8,home,0,yes,present,yes,14,yes,4
NEk194,26,m,married,Development,Developer,1,1,3,3,2,20,2,8,7,6,4,5,1,3,12,home,5,no,present,no,14,no,3
XvM362,45,f,married,Development,Technical Lead,2,1,3,4,3,9,1,8,19,5,4,2,2,1,4,office,5,yes,absent,no,4,no,1
xHf260,35,f,single,Development,Technical Lead,2,1,1,2,4,16,1,8,17,6,2,2,5,3,5,home,2,yes,absent,yes,8,no,2
tWU107,50,m,single,Sales,Sales Executive,3,4,4,1,1,21,1,8,9,4,4,3,1,5,7,office,5,yes,present,no,7,yes,2
yjp527,36,m,married,Sales,Sales Executive,1,1,4,5,2,13,3,8,18,6,4,2,5,5,5,office,2,yes,present,no,2,no,2
VPb386,28,m,single,Sales,Sales Executive,2,3,1,3,3,20,3,8,23,4,3,3,1,4,11,office,3,yes,absent,yes,2,yes,1
hOc630,41,f,single,Development,Technical Lead,3,4,3,2,4,20,2,8,19,6,1,2,5,5,9,office,4,no,present,no,9,yes,1
Mvp853,38,m,married,Development,Delivery Manager,1,4,1,4,3,10,1,8,11,1,3,0,1,2,5,home,0,no,absent,no,5,yes,3
aJO446,26,m,married,Development,Developer,4,2,2,3,3,18,2,8,24,1,1,2,2,5,11,office,4,no,absent,yes,2,yes,4
nLN154,35,m,single,Sales,Sales Executive,2,3,3,3,4,19,3,8,17,2,1,4,1,4,12,home,0,yes,present,no,1,yes,4
dst521,42,f,married,Sales,Sales Executive,5,1,4,4,1,23,4,8,2,2,2,2,2,4,6,home,1,yes,absent,yes,12,yes,1
ntW466,47,m,single,Data Science,Data Scientist,3,3,4,4,4,8,3,8,9,3,4,5,4,1,9,home,3,no,absent,yes,10,no,3
Msb702,41,f,single,Sales,Sales Executive,5,3,2,5,1,19,4,8,19,4,2,3,4,1,12,home,1,no,present,yes,9,yes,3
NSp722,40,m,married,Development,Delivery Manager,3,4,3,1,3,25,3,8,24,4,4,1,4,5,10,home,4,no,absent,no,4,no,2
NNn909,44,f,married,Development,Developer,3,2,1,3,1,17,1,8,24,6,2,0,3,4,5,office,1,no,present,yes,8,yes,4
pqX528,33,m,married,Sales,Sales Executive,4,3,4,2,1,11,3,8,24,2,3,5,5,5,11,home,0,yes,absent,no,14,no,2
nUh407,47,f,married,Development,Developer,3,3,4,2,1,12,4,8,14,5,3,4,3,5,6,office,4,yes,absent,yes,14,yes,1
SDC354,37,m,married,Sales,Sales Executive,1,4,3,4,4,11,1,8,25,4,1,0,1,4,14,home,4,no,absent,no,8,no,2
eHU939,28,m,married,Sales,Sales Executive,2,2,3,2,1,14,3,8,3,4,1,1,4,1,8,office,3,yes,present,yes,1,no,3
mzF661,37,m,single,Development,Delivery Manager,3,2,2,5,4,20,2,8,20,2,4,1,3,4,4,home,2,no,absent,yes,12,yes,4
TEA400,28,f,married,Development,Developer,2,4,3,3,4,5,3,8,7,2,4,0,2,4,6,office,4,no,absent,no,16,yes,3
xSn168,26,m,single,Development,Delivery Manager,5,4,1,1,4,24,4,8,8,4,2,0,2,4,12,office,4,yes,absent,no,14,no,1
SHw774,29,f,married,Sales,Sales Executive,3,2,4,5,1,7,2,8,2,1,4,1,4,2,11,office,3,no,present,yes,4,no,2
NQr843,46,f,single,Development,Delivery Manager,5,4,2,1,4,17,4,8,4,6,3,3,3,3,10,home,4,yes,absent,no,14,yes,1
mzO967,42,f,married,Development,Developer,3,2,2,4,4,25,3,8,6,2,2,1,3,4,8,home,0,no,present,yes,12,yes,4
DTA613,25,f,married,Sales,Sales Representative,3,1,2,2,1,18,3,8,16,4,4,4,3,3,5,home,1,no,present,no,10,yes,4
bER676,40,m,single,Development,Developer,1,2,1,1,1,23,4,8,11,4,2,5,5,3,4,home,3,yes,present,yes,5,yes,2
czV150,39,m,single,Sales,Sales Executive,2,2,1,5,2,16,1,8,8,6,2,1,2,3,10,home,5,no,absent,yes,8,yes,1
RKx726,42,f,single,Human Resources,Human Resources,5,1,1,1,4,16,2,8,14,3,1,4,3,5,14,home,4,yes,absent,yes,2,yes,2
EWQ170,37,f,single,Development,Delivery Manager,3,3,3,2,3,10,2,8,17,1,3,4,2,3,13,home,5,no,present,yes,5,yes,2
ZEJ305,45,f,married,Sales,Sales Executive,5,4,4,1,2,25,3,8,11,3,1,3,2,1,14,office,0,no,present,no,9,no,2
jUs047,36,m,married,Sales,Sales Representative,3,3,1,4,4,18,4,8,17,4,2,0,3,3,6,office,5,no,absent,no,4,no,2
uQV373,38,m,married,Sales,Sales Executive,4,4,1,3,3,16,3,8,18,5,1,1,5,1,4,office,2,no,absent,no,1,no,3
TXs350,29,m,married,Sales,Sales Executive,2,1,4,5,3,5,2,8,4,4,3,0,1,3,4,home,1,no,present,yes,14,yes,1
Rtr373,44,f,single,Development,Developer,5,4,4,4,2,24,2,8,16,3,2,5,1,4,10,office,1,no,present,no,6,no,2
YgW157,50,f,married,Development,Delivery Manager,5,4,4,1,1,22,3,8,16,2,1,5,1,4,11,office,0,yes,absent,no,6,no,2
tuI548,44,m,married,Sales,Sales Representative,2,1,1,5,4,9,4,8,13,3,2,1,2,2,13,home,1,yes,absent,yes,15,yes,3
bsY051,33,m,married,Sales,Sales Executive,2,4,1,3,4,25,4,8,20,5,4,5,3,3,12,home,5,yes,absent,yes,14,no,2
nTd893,32,f,single,Sales,Sales Executive,3,2,4,1,4,25,3,8,5,2,2,0,4,1,12,office,3,no,absent,yes,6,no,4
UUC632,46,m,married,Development,Developer,4,2,4,5,3,11,1,8,15,5,3,0,5,3,13,home,5,yes,absent,no,14,no,3
aov215,42,f,married,Sales,Sales Representative,5,2,2,4,3,7,4,8,20,5,1,0,4,2,12,office,0,yes,present,no,2,yes,3
pQM026,34,m,married,Development,Delivery Manager,4,4,1,2,3,11,3,8,4,4,2,2,4,5,9,office,5,no,present,no,4,no,4
rhK815,29,f,married,Development,Developer,5,3,4,3,1,7,4,8,21,1,2,5,1,2,4,home,1,no,absent,no,13,yes,4
ShP589,47,m,married,Data Science,Data Scientist,1,4,2,2,4,13,1,8,12,5,3,4,4,2,10,home,4,no,absent,no,16,no,3
UWj560,40,m,single,Sales,Sales Executive,4,3,1,1,3,21,1,8,13,6,2,5,4,1,13,office,0,no,present,yes,9,no,1
Uqx943,25,f,single,Development,Delivery Manager,5,1,3,1,4,22,1,8,16,1,4,0,5,2,7,office,4,no,absent,yes,15,yes,3
OME125,40,m,single,Sales,Sales Executive,2,1,2,5,2,10,2,8,5,4,1,5,5,2,12,home,1,no,absent,yes,7,yes,2
SWX647,37,f,married,Development,Developer,4,1,3,3,1,16,2,8,18,6,2,5,5,1,7,office,2,no,present,yes,16,yes,4
zxQ505,42,m,single,Sales,Sales Executive,3,2,4,1,1,5,2,8,21,3,1,2,3,1,4,office,4,yes,present,yes,7,yes,2
zdf193,32,f,married,Development,Delivery Manager,2,4,2,2,4,7,1,8,5,6,1,5,5,4,4,office,0,no,present,no,14,no,3
eYY621,38,f,married,Sales,Sales Representative,4,2,3,2,1,18,3,8,25,5,3,2,2,3,6,office,4,yes,absent,no,4,yes,2
BFW719,41,m,married,Development,Developer,5,2,1,2,2,12,3,8,6,3,4,0,1,2,11,home,0,no,absent,no,7,no,1
whu259,28,f,married,Development,Developer,2,1,4,2,3,15,3,8,10,2,2,4,3,1,10,office,4,yes,absent,yes,16,no,4
aIN173,39,f,single,Sales,Sales Executive,1,4,1,1,2,17,1,8,25,5,2,3,1,1,6,home,5,yes,absent,yes,8,no,3
WAF991,37,m,single,Development,Developer,2,3,1,2,3,21,4,8,3,4,2,0,5,4,13,office,0,no,present,no,9,yes,2
nwK732,42,m,single,Development,Delivery Manager,2,3,4,1,2,20,4,8,8,3,3,0,5,3,10,office,1,no,absent,yes,16,no,3
qan246,43,m,single,Sales,Sales Executive,1,3,4,3,3,23,1,8,9,6,1,0,3,5,10,office,4,yes,absent,yes,2,no,4
Fjb142,35,m,married,Development,Delivery Manager,3,2,4,1,4,9,2,8,8,5,4,3,5,5,11,office,3,no,present,no,8,no,3
mFP143,48,f,single,Development,Developer,5,1,4,4,4,24,2,8,12,2,2,2,2,5,14,office,4,no,present,no,16,yes,1
JeJ569,40,m,single,Development,Developer,4,3,1,1,4,20,1,8,15,4,1,4,2,2,12,home,2,yes,absent,no,13,no,4
MCy942,39,f,married,Development,Developer,1,1,3,5,1,18,4,8,20,2,2,3,5,2,6,home,4,no,absent,yes,2,no,2
fSm517,28,f,single,Development,Developer,2,4,4,5,1,20,1,8,20,6,2,5,4,4,8,home,1,yes,present,no,14,no,3
JLN723,39,m,married,Development,Developer,1,1,1,1,3,6,2,8,8,1,3,1,2,1,10,home,0,no,absent,no,14,yes,2
OKp689,49,m,single,Sales,Sales Executive,3,1,3,2,2,22,3,8,4,2,2,2,2,3,8,office,2,no,present,no,1,yes,4
UKX171,45,f,single,Development,Senior Developer,2,3,2,5,4,25,4,8,18,2,3,2,1,3,4,home,1,no,present,yes,10,no,3
gOW569,50,m,single,Development,Developer,3,2,1,5,2,11,1,8,19,4,4,0,5,3,9,office,0,yes,present,yes,13,yes,2
XES700,43,f,married,Development,Senior Developer,4,1,2,5,2,14,4,8,10,2,2,1,3,4,5,home,2,yes,present,no,14,no,3
zEh205,46,m,single,Sales,Sales Executive,1,4,3,3,1,23,4,8,12,6,3,0,1,1,12,home,5,no,present,yes,12,yes,4
Ghq621,50,f,single,Sales,Sales Executive,2,3,2,1,1,19,1,8,16,6,1,5,4,3,7,home,5,yes,absent,no,14,yes,3
ARI116,31,f,single,Development,Senior Developer,5,4,4,1,4,5,1,8,14,5,2,5,2,3,4,office,2,no,present,no,1,yes,1
uln268,32,f,single,Development,Developer,2,2,2,5,3,24,1,8,24,2,4,2,1,3,9,home,3,yes,present,yes,13,yes,3
uhr484,50,m,married,Development,Developer,1,4,2,5,2,18,3,8,25,2,3,0,2,2,9,home,1,yes,absent,no,15,yes,3
PEq104,34,f,married,Development,Developer,1,4,3,4,3,23,3,8,25,4,4,1,4,4,6,office,0,no,present,yes,11,yes,4
VxM855,40,m,married,Data Science,Data Scientist,2,1,1,2,3,12,3,8,15,2,2,4,4,3,13,office,2,no,present,no,6,yes,4
wXM348,49,f,single,Development,Developer,1,2,2,5,2,9,3,8,1,6,1,2,5,1,4,office,0,yes,absent,yes,14,yes,3
gbm751,33,f,single,Development,Developer,3,4,4,1,4,20,4,8,1,5,3,5,5,2,11,home,0,no,present,no,5,yes,4
PcS259,41,m,married,Development,Developer,4,2,2,1,1,7,1,8,10,1,4,1,3,5,9,home,5,yes,present,yes,12,no,4
RQM587,45,m,single,Data Science,Data Scientist,2,4,2,3,4,10,2,8,10,4,1,2,2,4,10,home,2,no,absent,no,12,yes,2
ATf499,42,m,married,Sales,Sales Representative,2,1,1,2,1,20,2,8,14,1,4,5,1,2,7,office,5,no,present,yes,13,no,4
uGK420,40,f,single,Sales,Sales Representative,1,2,1,3,3,22,4,8,1,4,2,3,4,5,11,home,0,yes,absent,yes,4,no,3
Hah635,29,f,married,Data Science,Data Scientist,2,2,4,3,2,25,3,8,18,4,3,4,4,2,12,home,2,yes,absent,yes,9,yes,3
hMr925,45,m,married,Sales,Manager,1,3,1,4,1,6,3,8,14,5,4,4,3,3,8,office,0,yes,present,yes,5,no,2
Yws867,33,f,married,Development,Senior Developer,5,3,4,4,2,10,3,8,19,5,2,4,3,2,7,office,4,no,absent,no,15,yes,3
nFJ674,50,m,married,Development,Senior Developer,3,4,3,3,1,6,4,8,5,5,1,5,5,1,10,office,5,yes,absent,yes,10,no,2
Ufr658,31,m,single,Development,Developer,2,1,2,4,4,12,1,8,5,4,1,3,3,5,7,office,4,yes,present,yes,4,no,4
bCy870,36,m,single,Development,Developer,5,1,4,3,4,25,3,8,12,4,3,5,2,5,10,home,2,no,absent,yes,7,no,3
ZRl807,28,m,married,Human Resources,Human Resources,3,2,3,3,3,10,2,8,24,5,2,2,3,2,9,home,3,yes,present,no,2,yes,3
TiP804,30,f,single,Sales,Sales Executive,4,2,1,3,2,15,2,8,19,3,3,0,3,5,7,office,3,no,present,yes,2,yes,4
cii207,39,m,married,Sales,Manager,5,3,3,1,2,19,2,8,15,3,3,4,2,4,13,office,0,yes,present,no,7,no,4
QFK601,41,f,single,Development,Senior Developer,4,2,1,3,4,7,2,8,10,2,4,1,3,3,7,home,2,no,present,yes,10,no,1
vPo729,29,f,single,Development,Developer,1,3,3,2,3,15,2,8,1,1,4,4,2,3,4,office,1,yes,absent,yes,5,yes,1
JXd456,43,f,single,Development,Senior Developer,1,1,3,3,3,10,3,8,9,2,3,2,4,3,12,home,4,no,absent,no,7,yes,2
fln421,34,m,married,Development,Developer,3,1,2,5,3,12,2,8,22,5,2,3,4,1,10,home,3,no,present,yes,9,yes,3
mkb184,27,m,married,Development,Developer,5,2,4,1,1,10,3,8,23,3,3,2,2,5,13,home,2,no,absent,yes,11,no,3
Wno862,46,m,married,Development,Senior Developer,2,4,2,4,3,6,4,8,9,2,1,4,3,1,13,home,4,yes,present,no,2,yes,3
VSP752,45,f,married,Sales,Sales Executive,3,4,1,5,3,19,3,8,17,2,1,5,1,3,8,office,3,yes,present,yes,15,no,4
duD115,39,f,married,Development,Senior Developer,2,3,2,5,3,22,4,8,18,3,4,4,5,2,14,home,3,yes,present,yes,10,yes,3
Oxm609,35,f,married,Development,Senior Developer,2,2,2,4,2,16,3,8,24,3,3,5,2,1,11,office,4,no,present,no,13,no,1
aTS064,46,m,single,Development,Developer,5,2,1,4,2,14,3,8,19,4,3,4,3,1,9,office,5,yes,absent,no,1,yes,1
jwK785,34,m,married,Sales,Sales Representative,4,4,2,3,4,10,3,8,10,5,3,1,3,4,5,home,1,yes,present,no,15,yes,3
uKV932,28,m,single,Development,Senior Developer,3,2,1,2,4,9,4,8,4,2,4,1,3,4,6,home,0,no,absent,no,12,yes,4
